paso,velocidad,co2,fase,ttc
734,25.11,40706.98,3.0,0.79
735,24.86,36972.78,3.0,0.82
736,24.65,35202.51,3.0,0.93
737,24.45,39786.49,3.0,0.7
738,24.3,42994.86,3.0,0.52
739,24.17,32709.16,3.0,0.51
740,24.03,34645.79,3.0,0.48
741,23.94,39041.97,3.0,0.47
742,23.84,37583.48,3.0,0.45
743,23.68,30329.08,3.0,0.46
744,23.59,43652.44,3.0,0.43
745,23.63,50055.69,3.0,0.4
746,23.61,33991.88,3.0,0.42
747,23.63,50245.51,3.0,0.41
748,23.63,41312.85,3.0,0.43
749,22.18,34622.55,3.0,0.41
750,22.15,42639.85,3.0,0.41
751,18.87,30365.7,3.0,0.43
752,18.81,37243.33,3.0,0.43
753,18.66,29234.57,3.0,0.41
754,18.63,40830.55,0.0,0.42
755,18.53,29781.31,0.0,0.43
756,18.42,34645.17,0.0,0.42
757,18.36,39488.15,0.0,0.43
758,18.26,33543.66,0.0,0.45
759,18.22,35937.39,0.0,0.45
760,18.13,34531.87,0.0,0.46
761,18.05,34770.81,0.0,0.47
762,17.94,36145.32,0.0,0.49
763,17.88,39821.41,0.0,0.51
764,19.74,39096.35,0.0,0.51
765,19.63,35700.73,0.0,0.5
766,19.59,43940.89,0.0,0.5
767,19.52,41119.4,0.0,0.5
768,19.46,37011.27,0.0,0.51
769,19.44,46038.5,0.0,0.53
770,19.37,45173.44,0.0,0.52
771,19.31,39191.09,0.0,0.54
772,19.22,32015.59,0.0,0.53
773,19.16,39939.44,0.0,0.54
774,19.07,36915.21,1.0,0.58
775,19.06,45619.33,1.0,0.55
776,18.92,28814.97,1.0,0.56
777,18.81,33934.93,1.0,0.59
778,18.77,40599.46,1.0,0.56
779,18.63,27827.71,1.0,0.59
780,18.54,35926.46,1.0,0.59
781,18.45,30235.62,1.0,0.58
782,18.38,34155.22,1.0,0.59
783,18.24,27097.02,1.0,0.61
784,18.19,38900.1,1.0,0.61
785,18.12,31612.91,1.0,0.61
786,18.04,36987.05,1.0,0.63
787,18.01,40738.2,1.0,0.62
788,17.93,34942.9,1.0,0.64
789,17.9,42595.85,1.0,0.62
790,17.81,30305.91,1.0,0.64
791,17.73,31264.18,1.0,0.65
792,17.73,47073.49,1.0,0.66
793,17.68,40304.5,1.0,0.67
794,17.47,26115.58,1.0,0.65
795,17.35,38880.54,1.0,0.65
796,17.23,37761.11,1.0,0.68
797,17.09,36436.13,1.0,0.67
798,17.0,42234.52,1.0,0.68
799,16.76,31572.67,1.0,0.68
800,16.51,34519.49,1.0,0.68
801,16.3,39873.64,1.0,0.71
802,16.06,33983.7,1.0,0.68
803,15.88,41979.62,1.0,0.72
804,15.66,40938.37,1.0,0.72
805,15.55,39296.4,2.0,0.74
806,15.44,35130.53,2.0,0.7
807,15.4,37375.98,2.0,0.7
808,15.31,41286.97,2.0,0.69
809,18.63,38446.82,2.0,0.7
810,18.63,39627.44,2.0,0.71
811,18.58,42325.57,2.0,0.75
812,18.6,47488.84,2.0,0.74
813,18.61,46681.66,2.0,0.78
814,18.69,51021.84,2.0,0.75
815,18.7,40037.05,2.0,0.72
816,18.8,49457.26,2.0,0.68
817,18.85,41593.63,2.0,0.65
818,18.9,44564.17,2.0,0.65
819,19.01,48498.65,2.0,0.62
820,19.12,43782.51,2.0,0.59
821,19.27,48540.75,2.0,0.55
822,19.4,43957.07,2.0,0.55
823,19.61,56322.07,2.0,0.53
824,19.82,50493.43,2.0,0.52
825,19.99,46496.61,3.0,0.5
826,20.22,49895.85,3.0,0.47
827,20.45,47103.32,3.0,0.46
828,20.72,59620.07,3.0,0.45
829,20.95,51011.86,3.0,0.46
830,21.19,49128.17,3.0,0.49
831,21.49,59953.14,3.0,0.52
832,21.71,56906.68,3.0,0.6
833,21.68,46144.52,3.0,0.78
834,21.52,42991.2,3.0,1.36
835,21.33,44141.14,3.0,1.47
836,21.11,38968.88,3.0,1.42
837,20.86,43064.53,3.0,1.16
838,20.61,37222.24,3.0,0.81
839,21.85,41106.85,3.0,0.6
840,21.65,44529.63,3.0,0.51
841,21.57,51709.65,3.0,0.5
842,21.4,34628.85,3.0,0.49
843,21.42,49433.67,3.0,0.46
844,21.39,43275.14,3.0,0.45
845,21.38,43618.06,3.0,0.43
846,21.33,42064.41,3.0,0.42
847,21.29,43422.37,3.0,0.43
848,21.27,45456.5,3.0,0.41
849,21.19,36419.04,3.0,0.42
850,21.17,43859.09,3.0,0.42
851,21.15,46780.76,3.0,0.41
852,21.13,40215.81,3.0,0.43
853,19.63,45496.15,3.0,0.43
854,20.99,38072.57,3.0,0.42
855,20.94,45178.57,3.0,0.42
856,20.93,44725.53,0.0,0.42
857,19.49,35604.48,0.0,0.42
858,19.47,44357.26,0.0,0.43
859,19.46,38898.79,0.0,0.45
860,17.76,44477.72,0.0,0.46
861,17.75,37824.23,0.0,0.45
862,17.7,41154.33,0.0,0.47
863,17.71,49300.5,0.0,0.48
864,15.91,40029.96,0.0,0.48
865,15.87,36766.41,0.0,0.49
866,15.86,37928.36,0.0,0.5
867,15.77,29366.99,0.0,0.52
868,15.7,31845.67,0.0,0.5
869,15.67,35547.65,0.0,0.51
870,15.63,34201.73,0.0,0.5
871,15.6,34887.35,0.0,0.51
872,15.56,37946.97,0.0,0.51
873,15.47,24956.01,0.0,0.53
874,15.42,34801.34,0.0,0.55
875,15.4,40826.65,0.0,0.56
876,15.39,36106.19,1.0,0.54
877,15.32,33893.26,1.0,0.57
878,15.24,29660.37,1.0,0.55
879,15.06,25826.44,1.0,0.55
880,14.89,26838.27,1.0,0.59
881,14.74,33390.09,1.0,0.57
882,14.57,28735.02,1.0,0.59
883,14.39,24436.51,1.0,0.61
884,14.32,39898.51,1.0,0.61
885,14.15,27014.89,1.0,0.61
886,14.02,31150.98,1.0,0.62
887,13.91,34101.95,1.0,0.63
888,13.76,31614.15,1.0,0.6
889,13.61,27912.05,1.0,0.6
890,13.49,36060.86,1.0,0.61
891,13.29,27496.38,1.0,0.64
892,13.06,32009.02,1.0,0.63
893,12.76,26056.04,1.0,0.65
894,12.56,34839.23,1.0,0.63
895,12.3,34839.79,1.0,0.67
896,12.03,28551.92,1.0,0.64
897,11.82,34377.03,1.0,0.69
898,11.56,31554.24,1.0,0.68
899,15.4,40089.96,1.0,0.67
900,15.09,37473.09,1.0,0.68
901,14.81,36258.16,1.0,0.69
902,14.53,43759.48,1.0,0.7
903,14.27,37160.99,1.0,0.71
904,13.93,34639.97,1.0,0.72
905,13.67,41255.09,1.0,0.69
906,13.4,38268.48,1.0,0.69
907,13.2,38106.4,2.0,0.7
908,13.08,42518.95,2.0,0.7
909,12.94,44012.26,2.0,0.69
910,12.84,41059.49,2.0,0.63
911,12.71,40877.62,2.0,0.62
912,12.67,46026.13,2.0,0.61
913,12.59,39409.31,2.0,0.62
914,12.54,43283.43,2.0,0.57
915,12.63,48306.17,2.0,0.59
916,12.7,42375.27,2.0,0.59
917,12.83,45216.45,2.0,0.56
918,12.9,41046.5,2.0,0.57
919,12.95,45120.44,2.0,0.55
920,13.04,50122.6,2.0,0.57
921,13.13,45926.89,2.0,0.6
922,13.26,51201.06,2.0,0.6
923,13.35,49430.42,2.0,0.61
924,13.49,49303.21,2.0,0.64
925,13.62,50418.64,2.0,0.63
926,13.82,56239.65,2.0,0.66
927,13.97,54377.74,3.0,0.71
928,14.13,54456.92,3.0,0.67
929,14.34,54882.16,3.0,0.72
930,14.59,60358.83,3.0,0.78
931,14.84,57897.87,3.0,0.84
932,15.06,55572.69,3.0,0.96
933,15.11,51453.14,3.0,0.91
934,15.07,47454.7,3.0,0.88
935,14.92,44931.8,3.0,0.85
936,14.78,43657.51,3.0,0.81
937,14.53,36945.92,3.0,0.79
938,14.31,39175.75,3.0,0.75
939,14.11,43485.77,3.0,0.73
940,13.92,47837.1,3.0,0.63
941,13.74,35856.07,3.0,0.52
942,13.64,44062.43,3.0,0.49
943,13.6,37184.16,3.0,0.48
944,15.45,49926.48,3.0,0.46
945,15.44,43524.3,3.0,0.46
946,15.43,42156.46,3.0,0.44
947,15.45,43065.7,3.0,0.44
948,15.47,45132.92,3.0,0.41
949,15.52,51905.28,3.0,0.43
950,15.56,48972.67,3.0,0.41
951,15.56,42574.29,3.0,0.43
952,15.63,48949.09,3.0,0.41
953,15.65,42023.91,3.0,0.42
954,13.91,48502.18,3.0,0.42
955,13.96,41784.97,3.0,0.43
956,13.97,41238.22,3.0,0.42
957,14.03,49675.28,3.0,0.42
958,14.05,41828.95,0.0,0.42
959,17.43,44201.16,0.0,0.43
960,17.41,46189.97,0.0,0.43
961,17.4,47748.39,0.0,0.45
962,17.37,44310.85,0.0,0.45
963,17.36,49622.66,0.0,0.44
964,16.04,51423.7,0.0,0.46
965,15.98,44425.68,0.0,0.48
966,15.97,46512.8,0.0,0.49
967,15.98,53742.53,0.0,0.51
968,15.93,46901.46,0.0,0.51
969,15.96,55024.86,0.0,0.5
970,15.91,41168.71,0.0,0.5
971,15.94,53377.76,0.0,0.5
972,15.89,45228.48,0.0,0.53
973,15.85,46672.41,0.0,0.53
974,15.81,41999.45,0.0,0.54
975,15.75,38580.57,0.0,0.53
976,15.72,39774.94,0.0,0.55
977,15.64,43226.02,0.0,0.56
978,15.51,34329.0,1.0,0.56
979,15.33,35308.54,1.0,0.59
980,15.22,42661.98,1.0,0.57
981,15.08,33449.9,1.0,0.55
982,14.88,28003.44,1.0,0.57
983,14.74,39663.99,1.0,0.6
984,14.62,37796.4,1.0,0.57
985,14.46,34489.45,1.0,0.6
986,14.33,38697.98,1.0,0.59
987,14.17,35113.51,1.0,0.63
988,14.04,38437.61,1.0,0.59
989,16.66,34196.27,1.0,0.63
990,16.56,46464.09,1.0,0.63
991,16.41,34874.19,1.0,0.62
992,16.34,52535.21,1.0,0.61
993,16.22,38109.65,1.0,0.63
994,16.13,46370.72,1.0,0.64
995,16.03,44671.84,1.0,0.63
996,15.93,43909.67,1.0,0.62
997,15.85,51494.73,1.0,0.68
998,15.72,37718.29,1.0,0.68
999,15.64,48185.64,1.0,0.69
