paso,velocidad,co2,fase,ttc
0,49.02,3423.25,0.0,999.0
1,49.11,13799.62,0.0,999.0
2,49.04,6883.21,0.0,999.0
3,49.11,11893.2,0.0,999.0
4,48.95,4356.11,0.0,999.0
5,49.01,13108.22,0.0,999.0
6,48.97,7922.01,0.0,999.0
7,49.14,15661.0,0.0,999.0
8,48.99,3163.65,0.0,999.0
9,49.09,12917.58,0.0,999.0
10,49.14,9980.45,0.0,999.0
11,49.0,1724.71,0.0,999.0
12,48.92,5935.03,0.0,999.0
13,49.01,13080.38,0.0,999.0
14,49.11,13106.87,0.0,999.0
15,49.02,4838.1,0.0,999.0
16,49.05,9824.49,0.0,999.0
17,48.95,7732.47,0.0,999.0
18,49.12,16161.32,0.0,999.0
19,48.95,3630.09,0.0,999.0
20,48.93,8475.69,0.0,999.0
21,49.05,13625.6,0.0,999.0
22,48.94,5533.37,0.0,999.0
23,49.01,11787.01,0.0,999.0
24,49.03,8484.02,0.0,999.0
25,49.0,8625.88,0.0,999.0
26,49.06,11707.11,0.0,999.0
27,49.02,8123.38,0.0,999.0
28,49.04,10178.11,0.0,999.0
29,49.12,11172.45,0.0,999.0
30,49.0,3972.56,0.0,999.0
31,48.93,4556.25,0.0,999.0
32,49.01,12507.71,0.0,999.0
33,48.92,4872.88,0.0,999.0
34,48.98,11860.17,0.0,999.0
35,49.0,8869.53,0.0,999.0
36,49.1,13343.33,0.0,999.0
37,48.97,5767.03,0.0,999.0
38,48.98,8969.21,0.0,999.0
39,48.97,6628.71,0.0,999.0
40,48.96,7832.65,0.0,999.0
41,49.03,11159.18,0.0,999.0
42,49.03,8657.13,0.0,999.0
43,49.03,9261.99,0.0,999.0
44,49.28,14492.85,0.0,999.0
45,49.19,8002.13,0.0,999.0
46,49.14,10546.98,0.0,467.0
47,49.21,14042.78,0.0,999.0
48,49.09,4353.7,0.0,999.0
49,49.2,16841.07,0.0,999.0
50,49.27,15400.92,0.0,999.0
51,49.17,6110.91,0.0,999.0
52,49.32,19184.07,0.0,999.0
53,49.17,4581.5,0.0,999.0
54,49.25,14518.45,0.0,999.0
55,49.16,6620.65,0.0,999.0
56,49.13,8823.75,0.0,999.0
57,49.15,10515.71,0.0,999.0
58,49.17,11777.66,0.0,999.0
59,49.16,11230.76,0.0,999.0
60,49.19,13027.82,0.0,999.0
61,49.14,7766.92,0.0,591.3
62,49.22,15382.67,0.0,668.13
63,49.21,9512.2,0.0,883.26
64,49.2,11714.8,0.0,999.0
65,49.2,8740.2,0.0,621.68
66,49.11,6966.66,0.0,999.0
67,49.25,18309.95,0.0,999.0
68,49.15,8430.11,0.0,626.75
69,49.04,5120.41,0.0,607.22
70,49.24,21366.91,0.0,999.0
71,49.14,5230.26,0.0,460.09
72,49.22,17408.85,0.0,999.0
73,49.15,9311.49,0.0,999.0
74,49.18,12642.63,0.0,999.0
75,49.19,10893.58,0.0,999.0
76,49.08,7553.94,0.0,999.0
77,49.18,17041.4,0.0,999.0
78,49.2,10628.82,0.0,999.0
79,49.28,15466.77,0.0,854.53
80,49.22,9173.09,0.0,999.0
81,49.18,9705.54,0.0,999.0
82,49.1,7619.01,0.0,999.0
83,49.22,16934.79,0.0,999.0
84,49.18,10042.32,0.0,999.0
85,49.11,8205.53,0.0,999.0
86,49.13,12946.89,0.0,999.0
87,49.01,9362.15,0.0,375.3
88,48.63,12165.73,0.0,72.12
89,47.48,10454.9,0.0,41.97
90,47.09,9252.56,0.0,28.09
91,46.86,19152.07,0.0,21.14
92,46.47,6912.25,0.0,17.34
93,46.21,16265.2,0.0,14.28
94,45.89,11458.82,0.0,12.26
95,45.21,6828.64,0.0,10.76
96,44.65,12199.14,0.0,9.44
97,44.08,14569.93,0.0,8.36
98,43.48,12540.87,0.0,7.54
99,42.79,6016.7,0.0,6.77
100,42.22,12795.69,0.0,6.18
101,41.63,12267.28,0.0,5.67
102,40.98,9988.65,0.0,5.18
103,40.41,14404.62,0.0,4.79
104,39.75,7977.47,0.0,4.41
105,39.16,11370.93,0.0,4.05
106,38.51,7250.01,0.0,3.76
107,37.91,13220.31,0.0,3.47
108,37.24,10682.39,0.0,3.21
109,36.66,11274.59,0.0,2.95
110,36.1,14962.53,0.0,2.76
111,35.79,14045.43,0.0,2.63
112,35.5,17019.46,0.0,2.55
113,35.1,9760.25,0.0,2.44
114,34.9,20617.41,0.0,2.33
115,34.51,9150.32,0.0,2.24
116,34.32,18802.99,0.0,2.15
117,34.41,23030.39,0.0,2.05
118,34.34,14993.59,0.0,1.94
119,35.55,16873.56,0.0,1.85
120,35.53,17456.33,0.0,1.75
121,35.64,27761.86,0.0,1.64
122,35.65,20269.72,0.0,1.55
123,35.41,7353.9,0.0,1.48
124,35.12,9917.14,0.0,1.44
125,34.91,20274.79,0.0,1.4
126,34.73,20443.5,0.0,1.36
127,34.51,17340.05,0.0,1.32
128,34.25,11207.92,0.0,1.28
129,34.13,25275.74,0.0,1.24
130,33.82,7963.51,0.0,1.2
131,33.6,12794.3,0.0,1.16
132,33.35,16320.58,0.0,1.13
133,33.17,15521.6,0.0,1.08
134,34.55,21948.94,0.0,1.03
135,34.38,20293.43,0.0,0.99
136,34.14,17404.59,0.0,0.97
137,33.95,17915.26,0.0,0.93
138,33.81,20165.85,0.0,0.88
139,33.63,17582.54,0.0,0.85
140,28.75,12612.42,0.0,0.82
141,28.56,15094.98,0.0,0.79
142,28.4,18198.98,0.0,0.76
143,28.16,10711.01,0.0,0.73
144,28.08,19265.01,0.0,0.68
145,27.8,7113.09,0.0,0.66
146,27.59,14813.03,0.0,0.64
147,27.46,17399.44,0.0,0.62
148,27.2,10487.65,0.0,0.6
149,27.16,19406.98,0.0,0.56
150,26.98,9945.41,0.0,0.53
151,26.94,20682.59,0.0,0.51
152,26.77,10960.54,0.0,0.5
153,26.63,10545.6,0.0,0.48
154,26.56,16520.94,0.0,0.48
155,26.51,14734.76,0.0,0.44
156,26.45,14317.53,0.0,0.43
157,26.29,9958.64,0.0,0.44
158,26.25,14373.09,0.0,0.41
159,26.19,14850.71,0.0,0.42
160,26.11,14085.63,0.0,0.42
161,26.14,21016.96,0.0,0.42
162,26.13,17835.98,0.0,0.41
163,26.09,17295.23,0.0,0.42
164,26.08,17237.52,0.0,0.43
165,26.01,12965.42,0.0,0.41
166,26.04,18938.64,0.0,0.44
167,26.04,17445.58,0.0,0.42
168,25.82,12697.89,0.0,0.44
169,25.58,15955.19,0.0,0.44
170,25.32,15849.92,0.0,0.44
171,25.07,13042.44,0.0,0.45
172,24.83,16751.58,0.0,0.46
173,24.55,14217.03,0.0,0.45
174,24.29,13033.66,0.0,0.46
175,23.99,12502.73,0.0,0.48
176,23.82,17013.68,0.0,0.52
177,23.54,14364.65,0.0,0.54
178,23.23,9991.63,0.0,0.56
179,28.26,22076.25,0.0,0.58
180,27.98,13436.29,0.0,0.64
181,27.85,21453.71,0.0,0.67
182,27.6,16901.11,0.0,0.74
183,27.24,16537.16,0.0,0.82
184,26.85,13840.29,0.0,0.86
185,26.51,21625.47,0.0,0.83
186,26.15,13487.91,0.0,0.8
187,25.76,15260.99,0.0,0.77
188,25.54,20700.74,0.0,0.72
189,25.15,16638.0,0.0,0.71
190,24.79,10939.23,0.0,0.67
191,24.5,17898.74,0.0,0.63
192,24.16,14487.26,0.0,0.61
193,23.82,12286.97,0.0,0.59
194,23.64,26508.96,0.0,0.56
195,23.31,9762.13,0.0,0.55
196,23.09,21997.09,0.0,0.51
197,22.85,12082.27,0.0,0.49
198,22.59,17305.39,0.0,0.47
199,22.31,11888.09,0.0,0.47
200,22.16,19098.0,0.0,0.45
201,21.94,13494.28,0.0,0.44
202,21.72,13648.53,0.0,0.44
203,21.54,17594.9,0.0,0.41
204,21.4,17718.37,0.0,0.42
205,21.23,20681.71,0.0,0.41
206,21.11,16841.36,0.0,0.41
207,21.03,22874.33,0.0,0.41
208,20.79,19123.23,0.0,0.42
209,20.46,11989.97,0.0,0.43
210,20.24,21464.69,0.0,0.43
211,19.97,15589.24,0.0,0.42
212,19.74,21113.17,0.0,0.42
213,19.48,13744.75,0.0,0.43
214,19.27,20488.67,0.0,0.42
215,19.0,15532.93,0.0,0.41
216,18.8,17581.25,0.0,0.42
217,18.62,20286.16,0.0,0.42
218,18.46,22405.06,0.0,0.43
219,18.29,19946.06,0.0,0.43
220,18.07,18785.77,0.0,0.42
221,17.85,16619.38,0.0,0.43
222,17.71,21887.16,0.0,0.44
223,17.49,18784.65,0.0,0.42
224,20.63,22556.84,0.0,0.43
225,20.42,21704.88,0.0,0.43
226,20.27,21064.08,0.0,0.45
227,20.14,19810.38,0.0,0.45
228,20.0,25174.32,0.0,0.47
229,19.87,19579.68,0.0,0.48
230,19.75,22075.56,0.0,0.48
231,19.64,22687.88,0.0,0.5
232,19.52,23846.43,0.0,0.53
233,19.43,23361.21,0.0,0.56
234,19.32,21705.3,0.0,0.56
235,19.27,23734.78,0.0,0.51
236,19.21,25559.57,0.0,0.51
237,19.04,15245.36,0.0,0.49
238,19.04,28344.54,0.0,0.47
239,24.13,24699.12,0.0,0.45
240,24.05,22487.14,0.0,0.43
241,24.02,27453.01,0.0,0.43
242,23.96,25022.43,0.0,0.41
243,23.99,35911.6,0.0,0.42
244,23.91,21632.04,0.0,0.41
245,23.94,34356.01,0.0,0.41
246,23.88,22768.83,0.0,0.43
247,23.87,31162.44,0.0,0.42
248,23.94,38188.97,0.0,0.42
249,23.83,15725.12,0.0,0.42
250,23.88,34888.79,0.0,0.43
251,23.86,26723.45,0.0,0.42
252,23.83,25421.08,0.0,0.44
253,23.63,22890.94,0.0,0.43
254,23.52,33085.25,0.0,0.43
255,23.3,21284.87,0.0,0.44
256,23.12,29259.11,0.0,0.46
257,22.8,22001.47,0.0,0.48
258,22.57,31794.24,0.0,0.47
259,22.21,15746.52,0.0,0.5
260,21.99,32872.63,0.0,0.49
261,21.74,26798.09,0.0,0.55
262,21.47,27273.79,0.0,0.57
263,21.1,15747.59,0.0,0.6
264,20.82,24794.94,0.0,0.63
265,20.53,23690.17,0.0,0.68
266,20.33,28484.43,0.0,0.74
267,20.03,24200.52,0.0,0.86
268,19.79,25220.26,0.0,0.87
269,23.54,24738.92,0.0,0.84
270,23.32,28180.45,0.0,0.8
271,23.17,37189.14,0.0,0.77
272,22.92,27127.58,0.0,0.75
273,22.75,26034.89,0.0,0.7
274,22.55,33105.91,0.0,0.67
275,22.38,28516.61,0.0,0.64
276,22.23,32531.78,0.0,0.62
277,22.05,27172.55,0.0,0.6
278,21.87,26624.87,0.0,0.56
279,19.98,25503.76,0.0,0.55
280,19.87,29595.36,0.0,0.52
281,19.54,20169.74,0.0,0.52
282,19.33,26899.11,0.0,0.49
283,19.12,28306.28,0.0,0.46
284,18.85,19280.96,0.0,0.44
285,18.65,28898.85,0.0,0.44
286,18.45,23685.83,0.0,0.42
287,18.24,22585.86,0.0,0.42
288,18.07,33938.44,0.0,0.41
289,17.91,28605.36,0.0,0.41
290,17.75,30980.95,0.0,0.41
291,17.53,22928.5,0.0,0.41
292,17.38,30365.18,0.0,0.41
293,17.24,30606.87,0.0,0.42
294,17.1,28000.08,0.0,0.42
295,17.01,32613.33,0.0,0.43
296,16.85,27478.8,0.0,0.43
297,16.73,29757.82,0.0,0.43
298,16.6,28815.48,0.0,0.42
299,16.46,30203.46,0.0,0.43
300,16.38,33569.04,0.0,0.44
301,16.28,29375.67,0.0,0.44
302,16.12,26848.48,0.0,0.45
303,16.05,31939.29,0.0,0.47
304,15.96,30281.13,0.0,0.47
305,15.85,28841.0,0.0,0.49
306,15.75,30260.36,0.0,0.51
307,15.65,29536.15,0.0,0.53
308,15.61,33005.49,0.0,0.55
309,15.54,31262.92,0.0,0.52
310,15.45,26093.16,0.0,0.5
311,15.37,29271.65,0.0,0.5
312,15.31,27380.17,0.0,0.48
313,15.25,28815.13,0.0,0.45
314,17.29,38422.35,0.0,0.45
315,17.23,27910.59,0.0,0.42
316,17.22,35074.02,0.0,0.42
317,17.14,27031.77,0.0,0.43
318,17.14,38260.49,0.0,0.42
319,17.14,38412.76,0.0,0.41
320,17.12,32495.87,0.0,0.43
321,17.06,29313.1,0.0,0.41
322,16.93,37901.74,0.0,0.42
323,16.8,29481.59,0.0,0.41
324,16.68,33752.43,0.0,0.44
325,16.49,26789.92,0.0,0.43
326,16.37,34866.93,0.0,0.43
327,16.29,38972.48,0.0,0.44
328,16.13,27792.08,0.0,0.44
329,16.01,33413.63,0.0,0.43
330,15.88,32627.64,0.0,0.45
331,15.76,32245.14,0.0,0.47
332,15.66,32690.72,0.0,0.46
333,15.53,29731.73,0.0,0.49
334,15.43,35177.05,0.0,0.5
335,15.34,37050.3,0.0,0.52
336,15.2,30999.28,0.0,0.53
337,15.11,31539.14,0.0,0.57
338,15.0,35759.83,0.0,0.61
339,14.88,29467.23,0.0,0.64
340,14.78,30101.75,0.0,0.71
341,14.66,29979.19,0.0,0.73
342,14.57,37463.29,0.0,0.72
343,14.47,32504.11,0.0,0.68
344,14.34,28331.36,0.0,0.66
345,14.16,33408.98,0.0,0.62
346,13.96,30525.42,0.0,0.58
347,13.72,30794.76,0.0,0.57
348,13.54,33006.86,0.0,0.56
349,13.34,25688.44,0.0,0.54
350,13.15,28584.87,0.0,0.5
351,12.96,29634.64,0.0,0.49
352,12.83,34432.77,0.0,0.46
353,12.64,28725.71,0.0,0.45
354,12.46,31127.17,0.0,0.44
355,12.33,31531.08,0.0,0.44
356,12.18,27121.8,0.0,0.41
357,12.0,30090.63,0.0,0.43
358,11.89,35133.49,0.0,0.41
359,18.18,45255.76,0.0,0.42
360,18.04,33193.21,0.0,0.43
361,17.93,34178.32,0.0,0.42
362,17.82,36122.33,0.0,0.42
363,17.76,45246.01,0.0,0.43
364,17.68,40047.1,0.0,0.43
365,17.56,34708.98,0.0,0.42
366,17.5,45034.75,0.0,0.41
367,17.46,42657.28,0.0,0.43
368,17.4,38241.64,0.0,0.43
369,17.33,38561.8,0.0,0.44
370,17.21,33683.89,0.0,0.44
371,17.05,36878.02,0.0,0.45
372,16.88,37348.26,0.0,0.48
373,16.75,40007.48,0.0,0.47
374,16.62,39194.72,0.0,0.44
