paso,velocidad,co2,fase,ttc
375,16.48,38175.88,0.0,0.45
376,16.35,35960.0,0.0,0.43
377,16.24,37250.5,0.0,0.42
378,16.12,37555.93,0.0,0.41
379,15.95,34441.56,0.0,0.41
380,11.35,35824.29,0.0,0.42
381,11.22,36151.2,0.0,0.42
382,11.1,36086.58,0.0,0.42
383,11.01,36896.98,0.0,0.41
384,10.9,32310.24,0.0,0.42
385,10.76,33022.98,0.0,0.42
386,10.71,39377.92,0.0,0.43
387,10.58,33870.27,0.0,0.44
388,10.47,33124.67,0.0,0.43
389,10.39,37242.86,0.0,0.43
390,10.35,37237.9,0.0,0.43
391,10.25,36432.43,0.0,0.46
392,10.13,31084.76,0.0,0.47
393,10.1,38056.78,0.0,0.48
394,10.04,35405.14,0.0,0.48
395,9.97,33499.45,0.0,0.5
396,9.91,37475.15,0.0,0.5
397,9.86,35025.32,0.0,0.47
398,9.8,33294.81,0.0,0.46
399,9.75,36123.91,0.0,0.45
400,9.74,40133.57,0.0,0.45
401,9.71,35427.28,0.0,0.42
402,9.7,36309.82,0.0,0.41
403,9.64,34114.96,0.0,0.41
404,12.08,36121.1,0.0,0.41
405,11.97,42696.58,0.0,0.42
406,11.84,36995.8,0.0,0.42
407,11.71,35100.92,0.0,0.41
408,11.57,38446.25,0.0,0.43
409,11.47,39081.95,0.0,0.41
410,11.38,40269.13,0.0,0.43
411,11.26,38617.25,0.0,0.43
412,11.15,36179.08,0.0,0.43
413,11.03,36052.63,0.0,0.43
414,10.94,40286.84,0.0,0.43
415,10.83,38270.29,0.0,0.43
416,10.73,35511.01,0.0,0.46
417,10.63,36288.65,0.0,0.46
418,10.5,34978.04,0.0,0.46
419,10.44,42606.78,1.0,0.5
420,10.35,39923.19,1.0,0.52
421,10.27,40229.86,1.0,0.54
422,10.17,37954.3,1.0,0.56
423,10.08,35615.17,1.0,0.57
424,9.98,36748.38,1.0,0.62
425,9.91,38955.5,1.0,0.66
426,9.83,35470.1,1.0,0.62
427,9.73,37951.72,1.0,0.6
428,9.6,38229.24,1.0,0.56
429,9.38,35570.64,1.0,0.56
430,9.24,36688.27,1.0,0.53
431,9.06,33314.16,1.0,0.51
432,8.88,36624.72,1.0,0.5
433,8.72,35401.51,1.0,0.47
434,8.61,37586.22,1.0,0.47
435,8.42,31496.61,1.0,0.45
436,8.32,40081.02,1.0,0.44
437,8.19,35044.85,1.0,0.42
438,8.06,39803.67,1.0,0.41
439,7.9,38261.32,1.0,0.42
440,7.64,34021.02,1.0,0.41
441,7.45,36465.94,1.0,0.41
442,7.23,35938.04,1.0,0.43
443,7.04,39007.29,1.0,0.43
444,6.82,36588.3,1.0,0.41
445,6.61,34099.13,1.0,0.42
446,6.41,37646.71,1.0,0.42
447,6.2,34109.09,1.0,0.42
448,5.99,34112.04,1.0,0.44
449,10.76,41764.85,2.0,0.43
450,10.72,40091.87,2.0,0.44
451,10.68,41671.73,2.0,0.44
452,10.67,37492.49,2.0,0.47
453,10.71,42139.78,2.0,0.47
454,10.79,47627.93,2.0,0.48
455,10.82,38796.49,2.0,0.48
456,10.95,47424.84,2.0,0.51
457,11.09,47448.91,2.0,0.55
458,11.2,39517.41,2.0,0.58
459,11.38,45648.2,2.0,0.66
460,11.57,45628.15,2.0,0.72
461,11.76,44284.22,2.0,0.7
462,12.01,49572.93,2.0,0.66
463,12.24,44957.31,2.0,0.64
464,12.53,57835.17,2.0,0.61
465,12.78,45606.99,2.0,0.59
466,13.09,52550.99,2.0,0.55
467,13.41,51583.94,2.0,0.53
468,13.69,47719.95,2.0,0.52
469,14.06,57015.94,2.0,0.5
470,14.45,54908.43,2.0,0.49
471,14.8,53848.78,2.0,0.5
472,15.22,55052.03,2.0,0.49
473,15.63,58369.25,2.0,0.53
474,16.05,59173.26,2.0,0.57
475,16.48,59082.64,2.0,0.69
476,16.93,62026.72,2.0,0.89
477,17.37,62925.68,2.0,1.7
478,17.79,57836.32,2.0,1.61
479,20.71,71980.68,2.0,1.55
480,20.99,57117.3,2.0,1.5
481,21.38,70163.08,2.0,1.46
482,21.71,69810.98,2.0,1.43
483,22.03,67387.36,2.0,1.41
484,22.4,74517.93,2.0,1.39
485,22.76,71446.64,2.0,1.36
486,23.12,70649.04,2.0,1.34
487,23.52,77144.13,2.0,1.34
488,23.95,79975.19,2.0,1.3
489,24.33,69553.83,2.0,1.29
490,24.79,91592.92,2.0,1.29
491,25.16,75220.14,2.0,1.29
492,25.6,81673.31,2.0,1.29
493,26.02,84793.36,2.0,1.3
494,27.29,89077.76,2.0,1.3
495,27.66,82148.2,2.0,1.33
496,28.11,92727.23,2.0,1.35
497,28.54,91665.77,2.0,1.37
498,28.95,89362.39,2.0,1.48
499,29.38,87764.52,2.0,1.54
500,28.83,90393.37,2.0,1.59
501,29.31,91679.57,2.0,1.79
502,29.8,96126.33,2.0,1.88
503,30.28,93532.26,2.0,2.0
504,30.83,105657.59,2.0,2.18
505,31.31,97815.62,2.0,2.61
506,31.78,99281.34,2.0,2.89
507,32.25,102508.67,2.0,3.02
508,32.73,100684.58,2.0,3.57
509,33.18,96687.53,2.0,4.33
510,33.74,116481.46,2.0,5.54
511,34.24,108950.38,2.0,5.52
512,34.75,108677.97,2.0,5.42
513,35.25,107599.61,2.0,5.42
514,35.76,112812.51,2.0,5.49
515,36.26,114230.37,2.0,5.43
516,36.75,107387.56,2.0,5.5
517,37.27,117584.96,2.0,5.41
518,37.73,107215.54,2.0,5.49
519,38.15,105811.65,2.0,5.34
520,38.54,93283.87,2.0,5.5
521,38.85,85069.89,2.0,5.55
522,39.21,93643.64,2.0,5.59
523,39.61,100770.91,2.0,5.72
524,39.93,89681.74,2.0,5.71
525,40.21,83784.43,2.0,5.76
526,40.45,74677.1,2.0,5.81
527,40.67,73241.4,2.0,6.0
528,40.87,67250.95,2.0,6.04
529,41.0,61978.02,2.0,6.19
530,41.18,67901.54,2.0,6.31
531,41.32,61658.61,2.0,6.51
532,41.48,67831.85,2.0,6.53
533,41.62,63579.06,2.0,6.9
534,41.69,55671.51,2.0,6.95
535,41.76,50663.94,2.0,6.92
536,41.84,54889.67,2.0,7.07
537,41.96,60000.69,2.0,7.1
538,41.96,43547.22,2.0,6.9
539,42.43,54766.37,2.0,7.31
540,42.42,48847.55,2.0,7.17
541,42.39,53595.54,2.0,7.42
542,42.37,56646.01,2.0,7.58
543,42.31,47411.69,2.0,7.4
544,42.3,61120.75,2.0,0.0
545,42.23,46653.68,2.0,0.0
546,42.22,60704.0,2.0,0.0
547,42.05,46233.38,2.0,8.16
548,41.88,47281.68,2.0,7.93
549,41.74,53335.13,2.0,8.49
550,41.57,48542.73,2.0,8.32
551,41.48,59606.8,2.0,8.59
552,41.34,55331.99,2.0,8.17
553,41.17,46456.63,2.0,8.08
554,41.06,59081.31,2.0,8.42
555,40.91,48855.57,2.0,8.61
556,40.73,41699.25,2.0,8.82
557,40.55,44527.03,2.0,8.69
558,40.41,52952.38,2.0,9.26
559,40.22,44524.25,2.0,9.22
560,40.1,61604.82,2.0,9.09
561,39.98,48796.41,2.0,9.04
562,39.9,50020.38,2.0,9.82
563,39.8,48751.87,2.0,9.66
564,39.73,50659.71,2.0,10.16
565,39.69,60399.13,2.0,9.77
566,39.69,47315.05,2.0,9.95
567,39.71,54436.1,2.0,8.97
568,39.7,49981.26,2.0,10.14
569,39.76,57852.31,2.0,10.08
570,39.79,56915.79,2.0,10.27
571,39.77,46077.67,2.0,10.6
572,39.81,57419.42,2.0,9.77
573,39.84,49306.18,2.0,10.76
574,39.88,55868.48,2.0,11.18
575,39.87,46879.39,2.0,10.03
576,39.89,53170.9,2.0,10.57
577,39.88,46764.0,2.0,11.5
578,39.86,45648.25,2.0,10.74
579,39.92,62256.86,2.0,10.6
580,39.96,55138.42,2.0,11.19
581,40.01,60324.21,2.0,11.97
582,39.93,41767.2,2.0,11.52
583,39.93,52558.9,2.0,11.99
584,40.39,55181.99,2.0,12.3
585,40.4,51709.22,2.0,11.28
586,40.39,48535.52,2.0,11.5
587,40.4,47789.67,2.0,12.13
588,40.44,58988.39,2.0,12.06
589,40.49,65586.76,2.0,10.43
590,40.49,47059.95,2.0,12.22
591,40.5,53135.94,2.0,11.89
592,40.55,60679.1,2.0,11.06
593,40.58,57792.88,2.0,10.95
594,40.54,47247.25,2.0,12.35
595,40.55,50176.01,2.0,12.19
596,40.57,51268.78,2.0,12.67
597,40.18,55015.43,2.0,11.92
598,40.17,46713.59,2.0,11.11
599,40.47,53634.2,2.0,6.12
600,40.43,42463.17,2.0,6.07
601,40.46,57032.24,2.0,5.95
602,40.43,41343.08,2.0,5.87
603,40.15,53634.43,2.0,5.75
604,40.2,53836.02,2.0,5.66
605,40.26,60828.04,2.0,5.57
606,40.35,67635.95,2.0,5.44
607,40.43,60897.72,2.0,5.34
608,40.02,55848.32,2.0,5.24
609,40.07,54861.76,2.0,5.13
610,40.02,39429.74,2.0,5.07
611,40.04,57430.83,2.0,4.94
612,40.06,51921.28,2.0,4.84
613,39.52,34661.14,2.0,4.76
614,39.52,45122.19,2.0,4.66
615,39.58,54494.87,2.0,4.54
616,39.62,51609.2,2.0,4.46
617,39.62,45248.36,2.0,4.36
618,39.53,30298.17,2.0,4.24
619,39.62,60992.06,2.0,4.14
620,39.61,43931.28,2.0,4.06
621,39.61,49303.93,2.0,3.95
622,39.63,48043.17,2.0,3.84
623,39.09,38521.24,2.0,3.73
624,39.1,42943.28,2.0,3.66
625,39.12,48464.49,2.0,3.53
626,39.14,42805.96,2.0,3.45
627,39.17,46983.12,2.0,3.35
628,39.13,35998.6,2.0,3.25
629,40.17,48869.63,2.0,3.15
630,40.19,50348.52,2.0,3.05
631,40.18,45326.98,2.0,2.95
632,40.17,44827.82,2.0,2.85
633,40.17,49444.5,2.0,2.74
634,40.18,47535.72,2.0,2.65
635,40.22,52907.87,2.0,2.56
636,39.84,44026.66,2.0,2.45
637,39.86,50242.22,2.0,2.35
638,39.89,52283.19,2.0,2.25
639,40.01,64768.47,2.0,2.15
640,40.09,60952.79,2.0,2.04
641,40.16,55429.44,2.0,1.96
642,40.19,45931.46,2.0,1.85
643,40.35,71283.56,2.0,1.75
644,40.34,39357.79,2.0,1.66
645,40.41,54308.37,2.0,1.55
646,40.46,52172.99,2.0,1.45
647,39.59,33538.55,2.0,1.4
648,39.58,54417.02,2.0,1.36
649,39.49,35421.79,2.0,1.32
650,39.35,29987.97,2.0,1.28
651,39.29,45386.56,2.0,1.24
652,39.12,20669.23,2.0,1.19
653,38.99,30705.91,2.0,1.16
654,38.89,34692.7,2.0,1.11
655,38.78,37477.03,2.0,1.08
656,38.69,33696.83,2.0,1.04
657,38.62,42787.81,2.0,1.01
658,38.57,41697.32,2.0,0.97
659,38.22,33533.72,2.0,0.93
660,38.13,35875.95,2.0,0.9
661,38.19,54721.51,2.0,0.86
662,38.15,42903.59,2.0,0.83
663,38.2,50248.96,2.0,0.78
664,38.33,66824.89,2.0,0.76
665,38.36,46273.68,2.0,0.71
666,38.41,57345.17,2.0,0.69
667,38.42,43408.25,2.0,0.65
668,37.82,57624.7,2.0,0.65
669,36.96,29006.94,2.0,0.6
670,36.95,42409.74,2.0,0.59
671,36.87,33218.46,2.0,0.56
672,36.82,32082.5,2.0,0.55
673,36.72,24587.34,2.0,0.52
674,37.59,40575.61,2.0,0.51
675,37.53,31399.32,2.0,0.47
676,37.42,29494.23,2.0,0.47
677,37.37,28180.26,2.0,0.45
678,37.42,46197.82,2.0,0.43
679,36.52,30835.14,2.0,0.42
680,36.45,26439.43,2.0,0.42
681,36.51,43382.7,2.0,0.41
682,36.47,33187.53,2.0,0.43
683,36.45,30142.38,2.0,0.41
684,36.39,25061.42,2.0,0.41
685,36.37,30589.01,2.0,0.41
686,36.43,41534.93,2.0,0.43
687,36.43,35238.13,2.0,0.42
688,36.39,30729.99,2.0,0.43
689,36.36,26514.81,2.0,0.44
690,36.41,38143.14,2.0,0.44
691,36.36,24934.75,2.0,0.44
692,35.86,38197.32,2.0,0.43
693,35.95,38767.57,2.0,0.44
694,36.06,44976.19,2.0,0.44
695,36.21,49139.73,2.0,0.46
696,36.37,50957.9,2.0,0.48
697,36.43,37546.16,2.0,0.5
698,36.47,35328.94,2.0,0.5
699,36.51,34541.31,2.0,0.54
700,36.52,34927.49,2.0,0.54
701,36.46,25085.48,2.0,0.58
702,36.56,44155.5,2.0,0.62
703,35.68,25471.77,2.0,0.7
704,35.6,19089.81,2.0,0.75
705,35.75,43994.21,2.0,0.82
706,35.82,33990.39,2.0,0.96
707,35.86,32120.86,2.0,1.06
708,35.92,34412.16,2.0,1.22
709,36.09,48370.83,2.0,1.4
710,36.16,32158.21,2.0,1.66
711,36.2,33305.11,2.0,1.96
712,36.12,20011.9,2.0,2.37
713,34.95,34234.63,2.0,2.74
714,34.99,31434.46,2.0,3.45
715,35.01,27991.74,2.0,4.07
716,34.99,22302.54,2.0,5.15
717,35.01,29271.26,2.0,6.2
718,34.94,18835.64,2.0,7.59
719,38.87,38412.62,2.0,5.16
720,38.85,31344.04,2.0,5.07
721,38.81,29033.31,2.0,4.99
722,38.79,32284.3,2.0,4.87
723,38.06,39075.03,2.0,4.77
724,38.04,30039.43,2.0,4.69
725,38.03,32152.31,2.0,4.57
726,38.14,47709.01,2.0,4.47
727,38.09,26641.8,2.0,4.36
728,38.08,30094.29,2.0,4.28
729,38.1,33917.4,2.0,4.17
730,38.05,24759.94,2.0,4.07
731,37.98,23157.9,2.0,3.98
732,38.07,45192.56,2.0,3.89
733,38.06,30510.91,2.0,3.8
